,Year,State_x,Area planted,Area harvested for grain,Yield,Production,GM corn area,Agri GDP,Normalised Agri GDP,All crops planted acreage,Agri exports ,Corn exports,ST,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN,JOBS_1000,Population,N_TOT_EMP_1000,Acres operated in agriculture,N_GM_corn_area ,N_agri_exports,N_corn_exports
113,2010,Nebraska,9150000,8850000,166,1469100000,8326000,7750000000,170.7,19211000,5335000000,1131000000,NE,"Farm, ranch, and other agricultural managers",70.0,27.0,56420.0,21.0,44050.0,0.079,1829542,0.03826,45400000,0.18339,117.51101,24.91189
114,2010,North Dakota,2050000,1880000,132,248160000,1906000,3806000000,96.35,21386000,3690000000,145000000,ND,"Agricultural Workers, All Other",120.0,11.0,22020.0,10.0,20390.0,0.342,674715,0.17785,39500000,0.04825,93.41772,3.67089
115,2010,Ohio,3450000,3270000,163,533010000,2449000,4061000000,293.42,9950000,3406000000,395000000,OH,"Farm, ranch, and other agricultural managers",60.0,29.0,60730.0,30.0,61960.0,0.012,11539336,0.0052,13840000,0.17695,246.09827,28.54046
116,2010,Ohio,3450000,3270000,163,533010000,2449000,4061000000,293.42,9950000,3406000000,395000000,OH,"Agricultural Workers, All Other",40.0,20.0,41170.0,20.0,41130.0,0.007,11539336,0.00347,13840000,0.17695,246.09827,28.54046
117,2010,Texas,2300000,2080000,145,301600000,1955000,12004000000,91.22,21972000,6324000000,255000000,TX,"Farm, ranch, and other agricultural managers",260.0,22.0,46010.0,17.0,34890.0,0.026,25241971,0.0103,131600000,0.01486,48.05471,1.93769
118,2010,Texas,2300000,2080000,145,301600000,1955000,12004000000,91.22,21972000,6324000000,255000000,TX,"Agricultural Workers, All Other",270.0,12.0,25850.0,11.0,23150.0,0.027,25241971,0.0107,131600000,0.01486,48.05471,1.93769
119,2010,Wisconsin,3900000,3100000,162,502200000,3120000,5126000000,348.71,7864000,2411000000,278000000,WI,"Farm, ranch, and other agricultural managers",70.0,31.0,64470.0,32.0,66660.0,0.026,5690475,0.0123,14700000,0.21224,164.01361,18.91156
120,2010,Wisconsin,3900000,3100000,162,502200000,3120000,5126000000,348.71,7864000,2411000000,278000000,WI,"Agricultural Workers, All Other",180.0,13.0,26240.0,12.0,24030.0,0.069,5690475,0.03163,14700000,0.21224,164.01361,18.91156
121,2011,Illinois,12600000,12400000,157,1946800000,10836000,8075000000,299.07,22949000,8594000000,2290000000,IL,"Farm, ranch, and other agricultural managers",160.0,30.0,61530.0,25.0,52230.0,0.028,12867454,0.01243,27000000,0.40133,318.2963,84.81481
122,2011,Illinois,12600000,12400000,157,1946800000,10836000,8075000000,299.07,22949000,8594000000,2290000000,IL,"Agricultural Workers, All Other",200.0,21.0,43490.0,24.0,50270.0,0.035,12867454,0.01554,27000000,0.40133,318.2963,84.81481
123,2011,Iowa,14100000,13700000,172,2356400000,12690000,11081000000,362.12,24732000,10742000000,2489000000,IA,"Farm, ranch, and other agricultural managers",150.0,40.0,82420.0,36.0,75880.0,0.105,3066336,0.04892,30600000,0.41471,351.04575,81.33987
124,2011,Iowa,14100000,13700000,172,2356400000,12690000,11081000000,362.12,24732000,10742000000,2489000000,IA,"Agricultural Workers, All Other",350.0,12.0,25790.0,12.0,23930.0,0.239,3066336,0.11414,30600000,0.41471,351.04575,81.33987
125,2011,Kansas,4900000,4200000,107,449400000,4508000,6376000000,138.31,22990000,4649000000,481000000,KS,"Farm, ranch, and other agricultural managers",30.0,46.0,95190.0,37.0,76820.0,0.026,2869225,0.01046,46100000,0.09779,100.84599,10.43384
126,2011,Michigan,2500000,2190000,153,335070000,2175000,4309000000,430.9,6568000,3001000000,371000000,MI,"Farm, ranch, and other agricultural managers",40.0,35.0,72320.0,37.0,76090.0,0.010,9882412,0.00405,10000000,0.2175,300.1,37.1
127,2011,Michigan,2500000,2190000,153,335070000,2175000,4309000000,430.9,6568000,3001000000,371000000,MI,"Agricultural Workers, All Other",80.0,22.94,47621.54,20.97,43580.95,0.021,9882412,0.0081,10000000,0.2175,300.1,37.1
128,2011,Minnesota,8100000,7700000,156,1201200000,7533000,7208000000,276.17,19592000,7044000000,1221000000,MN,"Farm, ranch, and other agricultural managers",30.0,37.0,77990.0,36.0,75800.0,0.012,5346143,0.00561,26100000,0.28862,269.88506,46.78161
129,2011,Minnesota,8100000,7700000,156,1201200000,7533000,7208000000,276.17,19592000,7044000000,1221000000,MN,"Agricultural Workers, All Other",440.0,12.0,24730.0,11.0,23400.0,0.171,5346143,0.0823,26100000,0.28862,269.88506,46.78161
130,2011,Missouri,3300000,3070000,114,349980000,2805000,4169000000,146.28,13771000,4046000000,433000000,MO,"Farm, ranch, and other agricultural managers",60.0,34.0,69710.0,34.0,70850.0,0.023,6010275,0.00998,28500000,0.09842,141.96491,15.19298
131,2011,Missouri,3300000,3070000,114,349980000,2805000,4169000000,146.28,13771000,4046000000,433000000,MO,"Agricultural Workers, All Other",140.0,11.0,23120.0,10.0,21590.0,0.054,6010275,0.02329,28500000,0.09842,141.96491,15.19298
132,2011,Nebraska,9850000,9600000,160,1536000000,9160000,9840000000,216.74,19291000,7241000000,1780000000,NE,"Farm, ranch, and other agricultural managers",70.0,28.0,57350.0,24.0,50940.0,0.080,1840672,0.03803,45400000,0.20176,159.49339,39.20705
133,2011,North Dakota,2230000,2060000,105,216300000,2163000,3148000000,79.7,18245000,4315000000,244000000,ND,"Agricultural Workers, All Other",160.97,12.0,24230.0,11.0,22260.0,0,685225,0.23492,39500000,0.05476,109.24051,6.17722
134,2011,Ohio,3400000,3220000,158,508760000,2516000,4578000000,331.74,9994000,3601000000,532000000,OH,"Farm, ranch, and other agricultural managers",50.0,33.0,67670.0,32.0,67480.0,0.009,11544663,0.00433,13800000,0.18232,260.94203,38.55072
135,2011,Texas,2050000,1470000,93,136710000,1804000,8716000000,66.28,21267000,6780000000,177000000,TX,"Farm, ranch, and other agricultural managers",280.0,25.0,51430.0,20.0,41650.0,0.027,25645629,0.01092,131500000,0.01372,51.55894,1.34601
136,2011,Texas,2050000,1470000,93,136710000,1804000,8716000000,66.28,21267000,6780000000,177000000,TX,"Agricultural Workers, All Other",470.0,10.0,21430.0,9.0,18130.0,0.046,25645629,0.01833,131500000,0.01372,51.55894,1.34601
137,2011,Wisconsin,4150000,3320000,156,517920000,3569000,5355000000,366.78,8026000,2928000000,457000000,WI,"Farm, ranch, and other agricultural managers",50.0,37.0,76350.0,33.0,68110.0,0.019,5705288,0.00876,14600000,0.24445,200.54795,31.30137
138,2011,Wisconsin,4150000,3320000,156,517920000,3569000,5355000000,366.78,8026000,2928000000,457000000,WI,"Agricultural Workers, All Other",170.0,13.0,27050.0,12.0,25190.0,0.063,5705288,0.0298,14600000,0.24445,200.54795,31.30137
139,2012,Illinois,12800000,12250000,105,1286250000,10880000,5911000000,219.74,23108000,8738000000,1459000000,IL,"Farm, ranch, and other agricultural managers",180.0,33.0,69460.0,31.0,63810.0,0.032,12882510,0.01397,26900000,0.40446,324.83271,54.23792
140,2012,Illinois,12800000,12250000,105,1286250000,10880000,5911000000,219.74,23108000,8738000000,1459000000,IL,"Agricultural Workers, All Other",230.0,19.0,39420.0,19.0,40500.0,0.041,12882510,0.01785,26900000,0.40446,324.83271,54.23792
141,2012,Indiana,6250000,6030000,99,596970000,5250000,4087000000,278.03,12305000,5061000000,630000000,IN,"Farm, ranch, and other agricultural managers",160.97,40.0,84130.0,32.0,67260.0,0,6537703,0.02462,14700000,0.35714,344.28571,42.85714
142,2012,Iowa,14200000,13700000,137,1876900000,12922000,10520000000,343.79,24818000,11553000000,1728000000,IA,"Farm, ranch, and other agricultural managers",210.0,38.0,79830.0,35.0,72790.0,0.143,3076190,0.06827,30600000,0.42229,377.54902,56.47059
143,2012,Iowa,14200000,13700000,137,1876900000,12922000,10520000000,343.79,24818000,11553000000,1728000000,IA,"Agricultural Workers, All Other",230.0,13.0,26970.0,12.0,24250.0,0.155,3076190,0.07477,30600000,0.42229,377.54902,56.47059
144,2012,Michigan,2650000,2390000,133,317870000,2279000,3286000000,330.25,6692000,2989000000,244000000,MI,"Farm, ranch, and other agricultural managers",80.0,33.0,69430.0,32.0,65670.0,0.020,9897145,0.00808,9950000,0.22905,300.40201,24.52261
145,2012,Michigan,2650000,2390000,133,317870000,2279000,3286000000,330.25,6692000,2989000000,244000000,MI,"Agricultural Workers, All Other",90.0,15.0,31360.0,11.0,23190.0,0.024,9897145,0.00909,9950000,0.22905,300.40201,24.52261
146,2012,Minnesota,8750000,8330000,165,1374450000,7700000,8746000000,336.38,20009000,7801000000,933000000,MN,"Farm, ranch, and other agricultural managers",30.0,38.0,78520.0,38.0,78840.0,0.013,5376643,0.00558,26000000,0.29615,300.03846,35.88462
147,2012,Minnesota,8750000,8330000,165,1374450000,7700000,8746000000,336.38,20009000,7801000000,933000000,MN,"Agricultural Workers, All Other",310.0,13.0,27810.0,12.0,25410.0,0.116,5376643,0.05766,26000000,0.29615,300.03846,35.88462
148,2012,Missouri,3600000,3300000,75,247500000,3096000,3341000000,118.06,14044000,3879000000,252000000,MO,"Farm, ranch, and other agricultural managers",80.0,31.0,65490.0,29.0,60410.0,0.031,6024367,0.01328,28300000,0.1094,137.06714,8.90459
149,2012,Missouri,3600000,3300000,75,247500000,3096000,3341000000,118.06,14044000,3879000000,252000000,MO,"Agricultural Workers, All Other",160.97,11.0,22730.0,10.0,21570.0,0,6024367,0.02672,28300000,0.1094,137.06714,8.90459
150,2012,Nebraska,10000000,9100000,142,1292200000,9100000,7575000000,167.22,19517000,6787000000,1093000000,NE,"Farm, ranch, and other agricultural managers",110.0,24.0,50050.0,17.0,34570.0,0.120,1853303,0.05935,45300000,0.20088,149.8234,24.12804
151,2012,North Dakota,3600000,3460000,122,422120000,3456000,4959000000,126.18,23010000,4422000000,211000000,ND,"Agricultural Workers, All Other",70.0,12.0,25550.0,11.0,23220.0,0.169,701176,0.09983,39300000,0.08794,112.51908,5.36896
152,2012,Ohio,3900000,3650000,123,448950000,2964000,3762000000,268.71,10104000,4358000000,389000000,OH,"Farm, ranch, and other agricultural managers",60.0,31.0,64540.0,29.0,61190.0,0.012,11548923,0.0052,14000000,0.21171,311.28571,27.78571
153,2012,Texas,1850000,1550000,130,201500000,1572000,8217000000,63.11,22500000,5974000000,191000000,TX,"Farm, ranch, and other agricultural managers",270.0,30.0,62400.0,21.0,43400.0,0.026,26084481,0.01035,130200000,0.01207,45.88326,1.46697
154,2012,Texas,1850000,1550000,130,201500000,1572000,8217000000,63.11,22500000,5974000000,191000000,TX,"Agricultural Workers, All Other",530.0,10.0,21400.0,9.0,18490.0,0.050,26084481,0.02032,130200000,0.01207,45.88326,1.46697
155,2012,Wisconsin,4350000,3300000,121,399300000,3741000,4945000000,338.7,8150000,3167000000,295000000,WI,"Farm, ranch, and other agricultural managers",50.0,40.0,83000.0,36.0,75740.0,0.017,5719960,0.00874,14600000,0.25623,216.91781,20.20548
156,2012,Wisconsin,4350000,3300000,121,399300000,3741000,4945000000,338.7,8150000,3167000000,295000000,WI,"Agricultural Workers, All Other",50.0,14.0,28840.0,13.0,26910.0,0.020,5719960,0.00874,14600000,0.25623,216.91781,20.20548
157,2013,Illinois,12000000,11800000,178,2100400000,10680000,10610000000,392.96,23110000,7317000000,806000000,IL,"Farm, ranch, and other agricultural managers",230.0,31.0,64810.0,31.0,64810.0,0.040,12895129,0.01784,27000000,0.39556,271.0,29.85185
158,2013,Illinois,12000000,11800000,178,2100400000,10680000,10610000000,392.96,23110000,7317000000,806000000,IL,"Agricultural Workers, All Other",420.0,18.0,38220.0,17.0,35190.0,0.074,12895129,0.03257,27000000,0.39556,271.0,29.85185
159,2013,Indiana,6000000,5850000,177,1035450000,5100000,7088000000,478.92,12320000,4552000000,399000000,IN,"Farm, ranch, and other agricultural managers",80.0,32.0,65610.0,33.0,67830.0,0.027,6568713,0.01218,14800000,0.34459,307.56757,26.95946
160,2013,Iowa,13600000,13100000,165,2161500000,12376000,12566000000,410.65,24320000,10345000000,1090000000,IA,"Farm, ranch, and other agricultural managers",260.0,32.0,66410.0,28.0,58540.0,0.175,3092997,0.08406,30600000,0.40444,338.0719,35.62092
161,2013,Iowa,13600000,13100000,165,2161500000,12376000,12566000000,410.65,24320000,10345000000,1090000000,IA,"Agricultural Workers, All Other",290.0,13.0,27500.0,11.0,22990.0,0.196,3092997,0.09376,30600000,0.40444,338.0719,35.62092
162,2013,Michigan,2600000,2250000,155,348750000,2340000,3829000000,386.77,6524000,3145000000,163000000,MI,"Farm, ranch, and other agricultural managers",50.0,35.0,73480.0,34.0,71190.0,0.012,9913065,0.00504,9900000,0.23636,317.67677,16.46465
163,2013,Michigan,2600000,2250000,155,348750000,2340000,3829000000,386.77,6524000,3145000000,163000000,MI,"Agricultural Workers, All Other",60.0,21.0,43210.0,22.0,46120.0,0.015,9913065,0.00605,9900000,0.23636,317.67677,16.46465
164,2013,Minnesota,8600000,8150000,160,1304000000,7826000,8508000000,329.77,19452000,7908000000,800000000,MN,"Agricultural Workers, All Other",210.0,13.0,26000.0,11.0,22550.0,0.077,5413479,0.03879,25800000,0.30333,306.51163,31.00775
165,2013,Missouri,3350000,3200000,136,435200000,3082000,4651000000,164.35,14634000,3924000000,167000000,MO,"Farm, ranch, and other agricultural managers",160.97,28.0,57890.0,23.0,48080.0,0,6040715,0.02665,28300000,0.1089,138.65724,5.90106
166,2013,Missouri,3350000,3200000,136,435200000,3082000,4651000000,164.35,14634000,3924000000,167000000,MO,"Agricultural Workers, All Other",160.97,12.0,24870.0,11.0,22290.0,0,6040715,0.02665,28300000,0.1089,138.65724,5.90106
167,2013,Nebraska,9950000,9550000,170,1623500000,9253000,9876000000,218.01,19518000,6373000000,769000000,NE,"Farm, ranch, and other agricultural managers",100.0,30.0,62120.0,26.0,54800.0,0.113,1865279,0.05361,45300000,0.20426,140.68433,16.97572
168,2013,North Dakota,3850000,3600000,110,396000000,3619000,3470000000,88.3,20378000,4523000000,188000000,ND,"Farm, ranch, and other agricultural managers",160.97,35.0,71900.0,34.0,69730.0,0,722036,0.22294,39300000,0.09209,115.08906,4.78372
169,2013,North Dakota,3850000,3600000,110,396000000,3619000,3470000000,88.3,20378000,4523000000,188000000,ND,"Agricultural Workers, All Other",160.97,11.0,22780.0,10.0,21500.0,0,722036,0.22294,39300000,0.09209,115.08906,4.78372
170,2013,Ohio,3900000,3740000,177,661980000,3315000,4890000000,349.29,10139000,4426000000,291000000,OH,"Farm, ranch, and other agricultural managers",70.0,30.0,61620.0,28.0,57850.0,0.013,11576684,0.00605,14000000,0.23679,316.14286,20.78571
171,2013,Texas,2350000,2000000,138,276000000,2091000,10581000000,81.71,24119000,6101000000,124000000,TX,"Farm, ranch, and other agricultural managers",240.0,34.0,70460.0,30.0,61850.0,0.022,26480266,0.00906,129500000,0.01615,47.11197,0.95753
172,2013,Texas,2350000,2000000,138,276000000,2091000,10581000000,81.71,24119000,6101000000,124000000,TX,"Agricultural Workers, All Other",450.0,9.0,18450.0,9.0,18060.0,0.041,26480266,0.01699,129500000,0.01615,47.11197,0.95753
173,2013,Wisconsin,4100000,3050000,146,445300000,3444000,5276000000,361.37,7951000,3108000000,193000000,WI,"Farm, ranch, and other agricultural managers",40.0,40.0,83380.0,37.0,77570.0,0.015,5736754,0.00697,14600000,0.23589,212.87671,13.21918
174,2013,Wisconsin,4100000,3050000,146,445300000,3444000,5276000000,361.37,7951000,3108000000,193000000,WI,"Agricultural Workers, All Other",60.0,13.0,26980.0,13.0,27170.0,0.023,5736754,0.01046,14600000,0.23589,212.87671,13.21918
175,2014,Illinois,11900000,11750000,200,2350000000,10829000,8332000000,307.45,23025000,9836000000,1820000000,IL,"Farm, ranch, and other agricultural managers",200.0,33.0,69550.0,33.0,69580.0,0.035,12884493,0.01552,27100000,0.39959,362.95203,67.15867
176,2014,Illinois,11900000,11750000,200,2350000000,10829000,8332000000,307.45,23025000,9836000000,1820000000,IL,"Agricultural Workers, All Other",440.0,17.0,34890.0,14.0,28330.0,0.076,12884493,0.03415,27100000,0.39959,362.95203,67.15867
177,2014,Indiana,5900000,5770000,188,1084760000,5192000,5768000000,389.73,12360000,5810000000,895000000,IN,"Farm, ranch, and other agricultural managers",120.0,31.0,63840.0,30.0,63100.0,0.041,6593644,0.0182,14800000,0.35081,392.56757,60.47297
178,2014,Iowa,13700000,13300000,178,2367400000,13015000,12102000000,395.49,24876000,11196000000,1587000000,IA,"Farm, ranch, and other agricultural managers",230.0,35.0,73750.0,29.0,60460.0,0.149,3109350,0.07397,30600000,0.42533,365.88235,51.86275
179,2014,Iowa,13700000,13300000,178,2367400000,13015000,12102000000,395.49,24876000,11196000000,1587000000,IA,"Agricultural Workers, All Other",440.0,12.0,25950.0,11.0,23430.0,0.291,3109350,0.14151,30600000,0.42533,365.88235,51.86275
180,2014,Michigan,2550000,2210000,161,355810000,2371000,3678000000,371.52,6618000,3102000000,251000000,MI,"Farm, ranch, and other agricultural managers",50.0,30.0,61560.0,31.0,64740.0,0.013,9929848,0.00504,9900000,0.23949,313.33333,25.35354
181,2014,Michigan,2550000,2210000,161,355810000,2371000,3678000000,371.52,6618000,3102000000,251000000,MI,"Agricultural Workers, All Other",100.0,16.0,33360.0,14.0,29460.0,0.025,9929848,0.01007,9900000,0.23949,313.33333,25.35354
182,2014,Minnesota,8200000,7550000,156,1177800000,7626000,7896000000,307.24,19741000,7385000000,904000000,MN,"Farm, ranch, and other agricultural managers",40.0,38.0,78090.0,39.0,80500.0,0.013,5451079,0.00734,25700000,0.29673,287.35409,35.1751
183,2014,Minnesota,8200000,7550000,156,1177800000,7626000,7896000000,307.24,19741000,7385000000,904000000,MN,"Agricultural Workers, All Other",270.0,15.0,31460.0,15.0,31650.0,0.097,5451079,0.04953,25700000,0.29673,287.35409,35.1751
184,2014,Missouri,3500000,3380000,186,628680000,3255000,5449000000,194.61,14094000,4342000000,394000000,MO,"Farm, ranch, and other agricultural managers",130.0,29.0,60530.0,23.0,46830.0,0.048,6056202,0.02147,28000000,0.11625,155.07143,14.07143
185,2014,Missouri,3500000,3380000,186,628680000,3255000,5449000000,194.61,14094000,4342000000,394000000,MO,"Agricultural Workers, All Other",160.97,13.0,27610.0,12.0,24990.0,0,6056202,0.02658,28000000,0.11625,155.07143,14.07143
186,2014,Nebraska,9300000,8950000,179,1602050000,8928000,9408000000,208.6,19544000,7235000000,1183000000,NE,"Farm, ranch, and other agricultural managers",100.0,22.94,47621.54,20.97,43580.95,0.111,1879321,0.05321,45100000,0.19796,160.42129,26.2306
187,2014,North Dakota,2800000,2530000,124,313720000,2688000,3231000000,82.01,23004000,4898000000,252000000,ND,"Agricultural Workers, All Other",90.0,15.0,30610.0,13.0,27610.0,0.204,737401,0.12205,39400000,0.06822,124.31472,6.39594
188,2014,Ohio,3700000,3470000,176,610720000,3182000,4652000000,332.29,10044000,4257000000,438000000,OH,"Farm, ranch, and other agricultural managers",60.0,33.0,68880.0,28.0,59180.0,0.012,11602700,0.00517,14000000,0.22729,304.07143,31.28571
189,2014,Texas,2250000,1990000,148,294520000,2047000,11000000000,85.27,23577000,6273000000,254000000,TX,"Farm, ranch, and other agricultural managers",280.0,32.0,67170.0,22.0,46360.0,0.025,26964333,0.01038,129000000,0.01587,48.62791,1.96899
190,2014,Texas,2250000,1990000,148,294520000,2047000,11000000000,85.27,23577000,6273000000,254000000,TX,"Agricultural Workers, All Other",320.0,11.0,21920.0,10.0,20650.0,0.028,26964333,0.01187,129000000,0.01587,48.62791,1.96899
191,2014,Wisconsin,4000000,3110000,156,485160000,3680000,6047000000,417.03,8089000,3094000000,267000000,WI,"Farm, ranch, and other agricultural managers",40.0,36.0,74340.0,35.0,72300.0,0.014,5751525,0.00695,14500000,0.25379,213.37931,18.41379
192,2014,Wisconsin,4000000,3110000,156,485160000,3680000,6047000000,417.03,8089000,3094000000,267000000,WI,"Agricultural Workers, All Other",60.0,15.0,31510.0,14.0,28340.0,0.023,5751525,0.01043,14500000,0.25379,213.37931,18.41379
193,2015,Illinois,11700000,11500000,175,2350000000,10881000,5696000000,210.96,22616000,8033000000,1336000000,IL,"Farm, ranch, and other agricultural managers",260.0,32.0,66400.0,33.0,67930.0,0.044,12858913,0.02022,27000000,0.403,297.51852,49.48148
194,2015,Illinois,11700000,11500000,175,2350000000,10881000,5696000000,210.96,22616000,8033000000,1336000000,IL,"Agricultural Workers, All Other",240.0,15.0,30190.0,14.0,28650.0,0.041,12858913,0.01866,27000000,0.403,297.51852,49.48148
195,2015,Indiana,5650000,5480000,150,1084760000,4972000,4771000000,320.2,12065000,4705000000,640000000,IN,"Farm, ranch, and other agricultural managers",50.0,32.0,65600.0,30.0,61450.0,0.018,6608422,0.00757,14900000,0.33369,315.77181,42.95302
196,2015,Iowa,13500000,13050000,192,2367400000,12555000,11952000000,390.59,24655000,9987000000,1414000000,IA,"Farm, ranch, and other agricultural managers",370.0,37.0,77060.0,34.0,70990.0,0.242,3120960,0.11855,30600000,0.41029,326.37255,46.20915
197,2015,Iowa,13500000,13050000,192,2367400000,12555000,11952000000,390.59,24655000,9987000000,1414000000,IA,"Agricultural Workers, All Other",550.0,13.0,27810.0,12.0,24360.0,0.363,3120960,0.17623,30600000,0.41029,326.37255,46.20915
198,2015,Michigan,2350000,2070000,162,355810000,2162000,4040000000,412.24,6419000,2855000000,210000000,MI,"Farm, ranch, and other agricultural managers",40.0,29.0,59760.0,29.0,61020.0,0.010,9931715,0.00403,9800000,0.22061,291.32653,21.42857
199,2015,Michigan,2350000,2070000,162,355810000,2162000,4040000000,412.24,6419000,2855000000,210000000,MI,"Agricultural Workers, All Other",90.0,16.0,34080.0,15.0,30510.0,0.023,9931715,0.00906,9800000,0.22061,291.32653,21.42857
200,2015,Minnesota,8100000,7600000,188,1177800000,7533000,8147000000,317.0,20015000,6339000000,717000000,MN,"Farm, ranch, and other agricultural managers",60.0,36.0,74710.0,35.0,72540.0,0.020,5482032,0.01094,25700000,0.29311,246.6537,27.89883
201,2015,Minnesota,8100000,7600000,188,1177800000,7533000,8147000000,317.0,20015000,6339000000,717000000,MN,"Agricultural Workers, All Other",160.97,17.0,35890.0,17.0,35700.0,0,5482032,0.02936,25700000,0.29311,246.6537,27.89883
202,2015,Missouri,3250000,3080000,142,628680000,2892000,4096000000,146.81,12081000,3610000000,324000000,MO,"Farm, ranch, and other agricultural managers",160.97,28.0,57580.0,22.0,45990.0,0,6071732,0.02651,27900000,0.10366,129.39068,11.6129
203,2015,Missouri,3250000,3080000,142,628680000,2892000,4096000000,146.81,12081000,3610000000,324000000,MO,"Agricultural Workers, All Other",60.0,13.0,27220.0,12.0,25310.0,0.022,6071732,0.00988,27900000,0.10366,129.39068,11.6129
204,2015,North Dakota,2750000,2560000,128,313720000,2667000,3389000000,86.23,23670000,3816000000,154000000,ND,"Farm, ranch, and other agricultural managers",160.97,36.0,74970.0,35.0,72260.0,0,754066,0.21347,39300000,0.06786,97.09924,3.91858
205,2015,North Dakota,2750000,2560000,128,313720000,2667000,3389000000,86.23,23670000,3816000000,154000000,ND,"Agricultural Workers, All Other",160.97,15.0,31950.0,14.0,28450.0,0,754066,0.21347,39300000,0.06786,97.09924,3.91858
206,2015,Ohio,3550000,3260000,153,610720000,3017000,3872000000,276.57,9913000,3707000000,349000000,OH,"Farm, ranch, and other agricultural managers",70.0,32.0,66860.0,27.0,56480.0,0.013,11617527,0.00603,14000000,0.2155,264.78571,24.92857
207,2015,Ohio,3550000,3260000,153,610720000,3017000,3872000000,276.57,9913000,3707000000,349000000,OH,"Agricultural Workers, All Other",160.97,14.0,28380.0,14.0,29000.0,0,11617527,0.01386,14000000,0.2155,264.78571,24.92857
208,2015,Texas,2300000,1970000,135,294520000,2047000,15607000000,121.46,21705000,5739000000,187000000,TX,"Farm, ranch, and other agricultural managers",340.0,28.0,57720.0,21.0,44220.0,0.029,27470056,0.01238,128500000,0.01593,44.66148,1.45525
209,2015,Texas,2300000,1970000,135,294520000,2047000,15607000000,121.46,21705000,5739000000,187000000,TX,"Agricultural Workers, All Other",220.0,13.0,27110.0,13.0,26520.0,0.019,27470056,0.00801,128500000,0.01593,44.66148,1.45525
210,2015,Wisconsin,4000000,3000000,164,485160000,3680000,6745000000,468.4,8003000,2868000000,236000000,WI,"Farm, ranch, and other agricultural managers",160.97,31.0,64850.0,33.0,67780.0,0,5760940,0.02794,14400000,0.25556,199.16667,16.38889
211,2015,Wisconsin,4000000,3000000,164,485160000,3680000,6745000000,468.4,8003000,2868000000,236000000,WI,"Agricultural Workers, All Other",60.0,15.0,31620.0,14.0,29050.0,0.021,5760940,0.01041,14400000,0.25556,199.16667,16.38889
212,2016,Illinois,11600000,11450000,197,2255650000,10788000,8842000000,327.48,22771000,8300000000,1565000000,IL,"Farm, ranch, and other agricultural managers",230.0,33.0,69190.0,32.0,66870.0,0.039,12820527,0.01794,27000000,0.39956,307.40741,57.96296
213,2016,Illinois,11600000,11450000,197,2255650000,10788000,8842000000,327.48,22771000,8300000000,1565000000,IL,"Agricultural Workers, All Other",200.0,14.0,29400.0,14.0,29260.0,0.033,12820527,0.0156,27000000,0.39956,307.40741,57.96296
214,2016,Iowa,13900000,13500000,203,2740500000,12788000,11715000000,382.84,24455000,11006000000,1790000000,IA,"Farm, ranch, and other agricultural managers",210.0,37.0,77540.0,34.0,70470.0,0.134,3131371,0.06706,30600000,0.41791,359.6732,58.49673
215,2016,Iowa,13900000,13500000,203,2740500000,12788000,11715000000,382.84,24455000,11006000000,1790000000,IA,"Agricultural Workers, All Other",450.0,15.0,30580.0,14.0,29200.0,0.292,3131371,0.14371,30600000,0.41791,359.6732,58.49673
216,2016,Kansas,5100000,4920000,142,698640000,4845000,7109000000,155.22,23595000,4716000000,439000000,KS,"Agricultural Workers, All Other",40.0,15.0,31510.0,11.0,23370.0,0.028,2910844,0.01374,45800000,0.10579,102.96943,9.58515
217,2016,Michigan,2400000,2040000,157,320280000,2184000,4088000000,417.14,6424000,2858000000,220000000,MI,"Farm, ranch, and other agricultural managers",60.0,32.0,66040.0,31.0,65240.0,0.014,9950571,0.00603,9800000,0.22286,291.63265,22.44898
218,2016,Michigan,2400000,2040000,157,320280000,2184000,4088000000,417.14,6424000,2858000000,220000000,MI,"Agricultural Workers, All Other",160.97,14.0,28940.0,13.0,26520.0,0,9950571,0.01618,9800000,0.22286,291.63265,22.44898
219,2016,Minnesota,8450000,8000000,193,1544000000,7858000,7715000000,301.37,19891000,7038000000,914000000,MN,"Farm, ranch, and other agricultural managers",60.0,39.0,80500.0,36.0,74790.0,0.021,5522744,0.01086,25600000,0.30695,274.92188,35.70312
220,2016,Minnesota,8450000,8000000,193,1544000000,7858000,7715000000,301.37,19891000,7038000000,914000000,MN,"Agricultural Workers, All Other",160.97,19.0,38680.0,18.0,37320.0,0,5522744,0.02915,25600000,0.30695,274.92188,35.70312
221,2016,Missouri,3650000,3500000,163,570500000,3394000,4970000000,178.14,13404000,3553000000,345000000,MO,"Farm, ranch, and other agricultural managers",110.0,30.0,63090.0,23.0,48720.0,0.041,6087135,0.01807,27900000,0.12165,127.34767,12.36559
222,2016,Missouri,3650000,3500000,163,570500000,3394000,4970000000,178.14,13404000,3553000000,345000000,MO,"Agricultural Workers, All Other",60.0,15.0,30440.0,14.0,28920.0,0.023,6087135,0.00986,27900000,0.12165,127.34767,12.36559
223,2016,North Dakota,3450000,3270000,158,516660000,3277000,4280000000,108.91,23716000,4614000000,249000000,ND,"Farm, ranch, and other agricultural managers",60.0,22.94,47621.54,20.97,43580.95,0.141,754434,0.07953,39300000,0.08338,117.40458,6.33588
