Year,ST,STATE,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN,JOBS_1000
2010,IA,Iowa,"Farmers, Ranchers, and Other Agricultural Managers",240,33,67590,27,55820,0.167
2010,IA,Iowa,"Agricultural Workers, All Other",620,11,22610,11,22400,0.428
2010,KS,Kansas,"Farmers, Ranchers, and Other Agricultural Managers",40,*,*,*,*,0.030
2010,KY,Kentucky,"Farmers, Ranchers, and Other Agricultural Managers",120,25,51760,22,45430,0.070
2010,KY,Kentucky,"Agricultural Workers, All Other",60,12,25430,12,24610,0.037
2010,LA,Louisiana,"Farmers, Ranchers, and Other Agricultural Managers",50,33,69170,32,66590,0.026
2010,LA,Louisiana,"Agricultural Workers, All Other",150,20,41940,19,40100,0.082
2010,ME,Maine,"Farmers, Ranchers, and Other Agricultural Managers",40,30,61760,28,58130,0.063
2010,MD,Maryland,"Farmers, Ranchers, and Other Agricultural Managers",70,38,79510,30,63380,0.028
2010,MI,Michigan,"Farmers, Ranchers, and Other Agricultural Managers",30,34,70640,34,69720,0.009
2010,MI,Michigan,"Agricultural Workers, All Other",170,14,29360,12,25520,0.045
2010,MN,Minnesota,"Farmers, Ranchers, and Other Agricultural Managers",30,32,65770,32,67300,0.013
2010,MN,Minnesota,"Agricultural Workers, All Other",560,12,24350,11,23140,0.218
2010,MS,Mississippi,"Farmers, Ranchers, and Other Agricultural Managers",**,25,52810,28,57390,**
2010,MS,Mississippi,"Agricultural Workers, All Other",150,8,17110,8,16670,0.136
2010,MO,Missouri,"Farmers, Ranchers, and Other Agricultural Managers",80,30,62770,28,58640,0.030
2010,MO,Missouri,"Agricultural Workers, All Other",80,10,20060,9,19660,0.030
2010,MT,Montana,"Agricultural Workers, All Other",90,16,32610,16,32750,0.218
2010,NE,Nebraska,"Farmers, Ranchers, and Other Agricultural Managers",70,27,56420,21,44050,0.079
2010,NV,Nevada,"Agricultural Workers, All Other",70,17,35970,17,35300,0.064
2010,NH,New Hampshire,"Agricultural Workers, All Other",50,15,31580,14,29870,0.080
2010,NM,New Mexico,"Farmers, Ranchers, and Other Agricultural Managers",120,22,46360,20,42140,0.155
2010,NM,New Mexico,"Agricultural Workers, All Other",**,14,30090,11,23480,**
2010,NY,New York,"Farmers, Ranchers, and Other Agricultural Managers",120,35,72480,35,72690,0.015
2010,NY,New York,"Agricultural Workers, All Other",110,20,41810,20,41760,0.013
2010,NC,North Carolina,"Agricultural Workers, All Other",**,15,32030,16,32730,**
2010,ND,North Dakota,"Agricultural Workers, All Other",120,11,22020,10,20390,0.342
2010,OH,Ohio,"Farmers, Ranchers, and Other Agricultural Managers",60,29,60730,30,61960,0.012
2010,OH,Ohio,"Agricultural Workers, All Other",40,20,41170,20,41130,0.007
2010,OK,Oklahoma,"Agricultural Workers, All Other",**,10,21700,11,22050,**
2010,OR,Oregon,"Farmers, Ranchers, and Other Agricultural Managers",120,29,60830,30,62570,0.077
2010,OR,Oregon,"Agricultural Workers, All Other",110,14,29720,12,25620,0.069
2010,PA,Pennsylvania,"Farmers, Ranchers, and Other Agricultural Managers",40,25,52790,26,53250,0.007
2010,PA,Pennsylvania,"Agricultural Workers, All Other",140,16,33180,16,33560,0.025
2010,TN,Tennessee,"Farmers, Ranchers, and Other Agricultural Managers",60,18,36890,17,35130,0.022
2010,TN,Tennessee,"Agricultural Workers, All Other",190,11,23430,10,21280,0.072
2010,TX,Texas,"Farmers, Ranchers, and Other Agricultural Managers",260,22,46010,17,34890,0.026
2010,TX,Texas,"Agricultural Workers, All Other",270,12,25850,11,23150,0.027
2010,VA,Virginia,"Farmers, Ranchers, and Other Agricultural Managers",30,30,62060,26,54740,0.010
2010,VA,Virginia,"Agricultural Workers, All Other",160,12,24860,11,22990,0.045
2010,WA,Washington,"Farmers, Ranchers, and Other Agricultural Managers",90,39,80590,35,72290,0.032
2010,WA,Washington,"Agricultural Workers, All Other",390,17,35200,18,37470,0.146
2010,WI,Wisconsin,"Farmers, Ranchers, and Other Agricultural Managers",70,31,64470,32,66660,0.026
2010,WI,Wisconsin,"Agricultural Workers, All Other",180,13,26240,12,24030,0.069
2010,PR,Puerto Rico,"Agricultural Workers, All Other",**,9,19680,9,18210,**
2011,AL,Alabama,"Agricultural Workers, All Other",300,9,19500,9,18480,0.163
2011,AZ,Arizona,"Farmers, Ranchers, and Other Agricultural Managers",100,34,70790,33,69600,0.042
2011,AZ,Arizona,"Agricultural Workers, All Other",**,16,32440,15,31450,**
2011,AR,Arkansas,"Farmers, Ranchers, and Other Agricultural Managers",70,27,55920,27,55540,0.061
2011,AR,Arkansas,"Agricultural Workers, All Other",220,9,19470,9,18260,0.195
2011,CA,California,"Farmers, Ranchers, and Other Agricultural Managers",910,40,83860,38,78340,0.065
2011,CA,California,"Agricultural Workers, All Other",1160,14,28470,11,23830,0.082
2011,CO,Colorado,"Agricultural Workers, All Other",60,16,33340,16,33190,0.029
2011,FL,Florida,"Farmers, Ranchers, and Other Agricultural Managers",150,32,66950,33,68220,0.021
2011,FL,Florida,"Agricultural Workers, All Other",90,13,26940,9,19290,0.013
2011,GA,Georgia,"Farmers, Ranchers, and Other Agricultural Managers",30,34,71180,31,65330,0.009
2011,GA,Georgia,"Agricultural Workers, All Other",**,17,34770,15,31540,**
2011,ID,Idaho,"Farmers, Ranchers, and Other Agricultural Managers",90,32,66150,29,60220,0.148
2011,ID,Idaho,"Agricultural Workers, All Other",**,16,33560,16,32880,**
2011,IL,Illinois,"Farmers, Ranchers, and Other Agricultural Managers",160,30,61530,25,52230,0.028
2011,IL,Illinois,"Agricultural Workers, All Other",200,21,43490,24,50270,0.035
2011,IA,Iowa,"Farmers, Ranchers, and Other Agricultural Managers",150,40,82420,36,75880,0.105
2011,IA,Iowa,"Agricultural Workers, All Other",350,12,25790,12,23930,0.239
2011,KS,Kansas,"Farmers, Ranchers, and Other Agricultural Managers",30,46,95190,37,76820,0.026
2011,KY,Kentucky,"Farmers, Ranchers, and Other Agricultural Managers",140,24,50830,21,44620,0.080
2011,KY,Kentucky,"Agricultural Workers, All Other",110,12,23970,11,22790,0.066
2011,LA,Louisiana,"Farmers, Ranchers, and Other Agricultural Managers",50,30,63210,27,56420,0.025
2011,LA,Louisiana,"Agricultural Workers, All Other",270,15,30930,14,29110,0.144
2011,ME,Maine,"Farmers, Ranchers, and Other Agricultural Managers",**,28,58780,25,52230,**
2011,MD,Maryland,"Farmers, Ranchers, and Other Agricultural Managers",70,35,72800,28,57910,0.028
2011,MI,Michigan,"Farmers, Ranchers, and Other Agricultural Managers",40,35,72320,37,76090,0.010
2011,MI,Michigan,"Agricultural Workers, All Other",80,*,*,*,*,0.021
2011,MN,Minnesota,"Farmers, Ranchers, and Other Agricultural Managers",30,37,77990,36,75800,0.012
2011,MN,Minnesota,"Agricultural Workers, All Other",440,12,24730,11,23400,0.171
2011,MS,Mississippi,"Agricultural Workers, All Other",80,9,18390,9,18070,0.075
2011,MO,Missouri,"Farmers, Ranchers, and Other Agricultural Managers",60,34,69710,34,70850,0.023
2011,MO,Missouri,"Agricultural Workers, All Other",140,11,23120,10,21590,0.054
2011,MT,Montana,"Agricultural Workers, All Other",80,16,33520,16,34160,0.180
2011,NE,Nebraska,"Farmers, Ranchers, and Other Agricultural Managers",70,28,57350,24,50940,0.080
2011,NV,Nevada,"Agricultural Workers, All Other",50,19,38810,19,39570,0.049
2011,NH,New Hampshire,"Agricultural Workers, All Other",**,15,31140,14,29700,**
2011,NJ,New Jersey,"Agricultural Workers, All Other",**,14,29870,15,31650,**
2011,NM,New Mexico,"Farmers, Ranchers, and Other Agricultural Managers",**,26,54780,25,51540,**
2011,NM,New Mexico,"Agricultural Workers, All Other",**,15,31920,14,28330,**
2011,NY,New York,"Farmers, Ranchers, and Other Agricultural Managers",60,37,76920,34,71730,0.007
2011,NY,New York,"Agricultural Workers, All Other",100,21,43490,21,43210,0.011
2011,NC,North Carolina,"Agricultural Workers, All Other",210,14,29630,15,31330,0.055
2011,ND,North Dakota,"Agricultural Workers, All Other",**,12,24230,11,22260,**
2011,OH,Ohio,"Farmers, Ranchers, and Other Agricultural Managers",50,33,67670,32,67480,0.009
2011,OK,Oklahoma,"Farmers, Ranchers, and Other Agricultural Managers",50,22,45850,22,45310,0.033
2011,OK,Oklahoma,"Agricultural Workers, All Other",**,12,24020,12,24280,**
2011,OR,Oregon,"Farmers, Ranchers, and Other Agricultural Managers",60,32,67560,34,71430,0.039
2011,OR,Oregon,"Agricultural Workers, All Other",100,13,27630,11,23570,0.060
2011,PA,Pennsylvania,"Farmers, Ranchers, and Other Agricultural Managers",40,26,54440,26,54570,0.008
2011,PA,Pennsylvania,"Agricultural Workers, All Other",110,17,36140,18,37310,0.020
2011,TN,Tennessee,"Farmers, Ranchers, and Other Agricultural Managers",50,17,35170,16,33890,0.020
2011,TN,Tennessee,"Agricultural Workers, All Other",180,12,24300,10,20540,0.071
2011,TX,Texas,"Farmers, Ranchers, and Other Agricultural Managers",280,25,51430,20,41650,0.027
2011,TX,Texas,"Agricultural Workers, All Other",470,10,21430,9,18130,0.046
2011,VA,Virginia,"Agricultural Workers, All Other",150,11,22230,10,20640,0.043
2011,WA,Washington,"Farmers, Ranchers, and Other Agricultural Managers",80,42,87270,40,83200,0.031
2011,WA,Washington,"Agricultural Workers, All Other",370,17,35850,18,37900,0.136
2011,WI,Wisconsin,"Farmers, Ranchers, and Other Agricultural Managers",50,37,76350,33,68110,0.019
2011,WI,Wisconsin,"Agricultural Workers, All Other",170,13,27050,12,25190,0.063
2011,PR,Puerto Rico,"Agricultural Workers, All Other",90,9,19550,9,18370,0.100
2012,AL,Alabama,"Agricultural Workers, All Other",340,9,18180,9,17920,0.189
2012,AZ,Arizona,"Farmers, Ranchers, and Other Agricultural Managers",130,35,72080,31,65290,0.056
2012,AZ,Arizona,"Agricultural Workers, All Other",340,14,29830,14,29820,0.141
2012,AR,Arkansas,"Farmers, Ranchers, and Other Agricultural Managers",130,33,67620,32,66690,0.112
2012,AR,Arkansas,"Agricultural Workers, All Other",90,11,22210,10,19910,0.079
2012,CA,California,"Farmers, Ranchers, and Other Agricultural Managers",1010,43,89460,40,83610,0.070
2012,CA,California,"Agricultural Workers, All Other",740,15,30730,13,28060,0.052
2012,CO,Colorado,"Agricultural Workers, All Other",40,17,36010,17,35140,0.017
2012,FL,Florida,"Farmers, Ranchers, and Other Agricultural Managers",**,33,67830,33,67610,**
2012,FL,Florida,"Agricultural Workers, All Other",60,13,26270,9,19560,0.009
2012,GA,Georgia,"Agricultural Workers, All Other",30,12,24060,9,19340,0.009
2012,ID,Idaho,"Farmers, Ranchers, and Other Agricultural Managers",100,29,60680,26,54860,0.172
2012,ID,Idaho,"Agricultural Workers, All Other",150,17,34860,17,34450,0.242
2012,IL,Illinois,"Farmers, Ranchers, and Other Agricultural Managers",180,33,69460,31,63810,0.032
2012,IL,Illinois,"Agricultural Workers, All Other",230,19,39420,19,40500,0.041
2012,IN,Indiana,"Farmers, Ranchers, and Other Agricultural Managers",**,40,84130,32,67260,**
2012,IA,Iowa,"Farmers, Ranchers, and Other Agricultural Managers",210,38,79830,35,72790,0.143
2012,IA,Iowa,"Agricultural Workers, All Other",230,13,26970,12,24250,0.155
2012,KY,Kentucky,"Farmers, Ranchers, and Other Agricultural Managers",130,30,61510,27,55530,0.071
2012,KY,Kentucky,"Agricultural Workers, All Other",100,13,26130,12,24870,0.055
2012,LA,Louisiana,"Farmers, Ranchers, and Other Agricultural Managers",50,30,63330,27,56660,0.025
2012,LA,Louisiana,"Agricultural Workers, All Other",250,15,30860,12,24260,0.132
2012,MD,Maryland,"Farmers, Ranchers, and Other Agricultural Managers",60,39,80270,30,62460,0.023
2012,MI,Michigan,"Farmers, Ranchers, and Other Agricultural Managers",80,33,69430,32,65670,0.020
2012,MI,Michigan,"Agricultural Workers, All Other",90,15,31360,11,23190,0.024
2012,MN,Minnesota,"Farmers, Ranchers, and Other Agricultural Managers",30,38,78520,38,78840,0.013
2012,MN,Minnesota,"Agricultural Workers, All Other",310,13,27810,12,25410,0.116
2012,MS,Mississippi,"Agricultural Workers, All Other",40,9,19360,9,18840,0.033
2012,MO,Missouri,"Farmers, Ranchers, and Other Agricultural Managers",80,31,65490,29,60410,0.031
2012,MO,Missouri,"Agricultural Workers, All Other",**,11,22730,10,21570,**
2012,MT,Montana,"Agricultural Workers, All Other",40,14,29890,15,31070,0.090
2012,NE,Nebraska,"Farmers, Ranchers, and Other Agricultural Managers",110,24,50050,17,34570,0.120
2012,NV,Nevada,"Agricultural Workers, All Other",30,18,37200,18,36860,0.030
2012,NH,New Hampshire,"Agricultural Workers, All Other",40,17,34510,17,34340,0.062
2012,NJ,New Jersey,"Agricultural Workers, All Other",100,14,29000,15,30710,0.026
2012,NM,New Mexico,"Farmers, Ranchers, and Other Agricultural Managers",60,25,52160,24,50640,0.082
2012,NY,New York,"Farmers, Ranchers, and Other Agricultural Managers",50,39,80490,35,73170,0.006
2012,NC,North Carolina,"Agricultural Workers, All Other",160,13,26530,11,22420,0.041
2012,ND,North Dakota,"Agricultural Workers, All Other",70,12,25550,11,23220,0.169
2012,OH,Ohio,"Farmers, Ranchers, and Other Agricultural Managers",60,31,64540,29,61190,0.012
2012,OK,Oklahoma,"Farmers, Ranchers, and Other Agricultural Managers",**,19,40410,14,29890,**
2012,OR,Oregon,"Farmers, Ranchers, and Other Agricultural Managers",110,32,66280,29,59460,0.067
2012,OR,Oregon,"Agricultural Workers, All Other",110,13,27060,11,23520,0.069
2012,PA,Pennsylvania,"Farmers, Ranchers, and Other Agricultural Managers",**,39,80740,41,84380,**
2012,PA,Pennsylvania,"Agricultural Workers, All Other",90,17,35440,18,36780,0.016
2012,TN,Tennessee,"Farmers, Ranchers, and Other Agricultural Managers",60,17,35440,16,34050,0.022
2012,TN,Tennessee,"Agricultural Workers, All Other",280,13,27090,10,20890,0.107
2012,TX,Texas,"Farmers, Ranchers, and Other Agricultural Managers",270,30,62400,21,43400,0.026
2012,TX,Texas,"Agricultural Workers, All Other",530,10,21400,9,18490,0.050
2012,VA,Virginia,"Agricultural Workers, All Other",170,12,25030,11,23010,0.047
2012,WA,Washington,"Farmers, Ranchers, and Other Agricultural Managers",140,39,80350,35,72380,0.050
2012,WA,Washington,"Agricultural Workers, All Other",330,18,36900,15,31930,0.118
2012,WI,Wisconsin,"Farmers, Ranchers, and Other Agricultural Managers",50,40,83000,36,75740,0.017
2012,WI,Wisconsin,"Agricultural Workers, All Other",50,14,28840,13,26910,0.020
2012,PR,Puerto Rico,"Agricultural Workers, All Other",40,10,20570,9,18540,0.040
2013,AL,Alabama,"Agricultural Workers, All Other",360,10,20550,9,19020,0.196
2013,AZ,Arizona,"Farmers, Ranchers, and Other Agricultural Managers",120,31,64800,23,46810,0.049
2013,AZ,Arizona,"Agricultural Workers, All Other",370,14,29620,14,29620,0.148
2013,AR,Arkansas,"Farmers, Ranchers, and Other Agricultural Managers",110,33,69590,33,67880,0.096
2013,AR,Arkansas,"Agricultural Workers, All Other",120,13,26380,11,22610,0.105
2013,CA,California,"Farmers, Ranchers, and Other Agricultural Managers",780,45,93630,43,88950,0.053
2013,CA,California,"Agricultural Workers, All Other",460,17,35060,16,33160,0.031
2013,CO,Colorado,"Agricultural Workers, All Other",50,16,34150,17,34670,0.020
2013,FL,Florida,"Farmers, Ranchers, and Other Agricultural Managers",230,37,75960,35,71870,0.030
2013,FL,Florida,"Agricultural Workers, All Other",70,12,25210,9,19650,0.009
2013,HI,Hawaii,"Agricultural Workers, All Other",80,20,41770,20,42200,0.141
2013,ID,Idaho,"Farmers, Ranchers, and Other Agricultural Managers",110,31,63620,27,55260,0.177
2013,ID,Idaho,"Agricultural Workers, All Other",90,17,34650,16,34230,0.147
2013,IL,Illinois,"Farmers, Ranchers, and Other Agricultural Managers",230,31,64810,31,64810,0.040
2013,IL,Illinois,"Agricultural Workers, All Other",420,18,38220,17,35190,0.074
2013,IN,Indiana,"Farmers, Ranchers, and Other Agricultural Managers",80,32,65610,33,67830,0.027
2013,IA,Iowa,"Farmers, Ranchers, and Other Agricultural Managers",260,32,66410,28,58540,0.175
2013,IA,Iowa,"Agricultural Workers, All Other",290,13,27500,11,22990,0.196
2013,KY,Kentucky,"Farmers, Ranchers, and Other Agricultural Managers",100,31,65150,28,59190,0.058
2013,KY,Kentucky,"Agricultural Workers, All Other",70,12,25740,12,24810,0.041
2013,LA,Louisiana,"Agricultural Workers, All Other",290,16,32890,15,31440,0.151
2013,MD,Maryland,"Agricultural Workers, All Other",60,*,*,*,*,0.023
2013,MI,Michigan,"Farmers, Ranchers, and Other Agricultural Managers",50,35,73480,34,71190,0.012
2013,MI,Michigan,"Agricultural Workers, All Other",60,21,43210,22,46120,0.015
2013,MN,Minnesota,"Agricultural Workers, All Other",210,13,26000,11,22550,0.077
2013,MS,Mississippi,"Farmers, Ranchers, and Other Agricultural Managers",30,23,47270,21,44070,0.028
2013,MS,Mississippi,"Agricultural Workers, All Other",50,8,17290,8,17380,0.042
2013,MO,Missouri,"Farmers, Ranchers, and Other Agricultural Managers",**,28,57890,23,48080,**
2013,MO,Missouri,"Agricultural Workers, All Other",**,12,24870,11,22290,**
2013,MT,Montana,"Agricultural Workers, All Other",40,16,33180,16,33080,0.094
2013,NE,Nebraska,"Farmers, Ranchers, and Other Agricultural Managers",100,30,62120,26,54800,0.113
2013,NV,Nevada,"Agricultural Workers, All Other",30,18,36670,17,35720,0.029
2013,NH,New Hampshire,"Agricultural Workers, All Other",40,16,33680,16,33020,0.072
2013,NJ,New Jersey,"Agricultural Workers, All Other",50,14,28140,13,27700,0.013
2013,NM,New Mexico,"Farmers, Ranchers, and Other Agricultural Managers",60,24,50810,25,51120,0.083
2013,NY,New York,"Farmers, Ranchers, and Other Agricultural Managers",40,45,92950,39,81510,0.005
2013,NC,North Carolina,"Agricultural Workers, All Other",110,12,24110,11,21930,0.028
2013,ND,North Dakota,"Farmers, Ranchers, and Other Agricultural Managers",**,35,71900,34,69730,**
2013,ND,North Dakota,"Agricultural Workers, All Other",**,11,22780,10,21500,**
2013,OH,Ohio,"Farmers, Ranchers, and Other Agricultural Managers",70,30,61620,28,57850,0.013
2013,OK,Oklahoma,"Farmers, Ranchers, and Other Agricultural Managers",50,24,49390,15,30540,0.032
2013,OK,Oklahoma,"Agricultural Workers, All Other",**,10,21780,10,21600,**
2013,OR,Oregon,"Farmers, Ranchers, and Other Agricultural Managers",150,35,73260,33,69480,0.094
2013,OR,Oregon,"Agricultural Workers, All Other",110,13,27110,11,23520,0.069
2013,PA,Pennsylvania,"Farmers, Ranchers, and Other Agricultural Managers",**,40,83670,42,86500,**
2013,TN,Tennessee,"Farmers, Ranchers, and Other Agricultural Managers",40,18,37460,16,33480,0.015
2013,TN,Tennessee,"Agricultural Workers, All Other",120,15,30620,11,22820,0.046
2013,TX,Texas,"Farmers, Ranchers, and Other Agricultural Managers",240,34,70460,30,61850,0.022
2013,TX,Texas,"Agricultural Workers, All Other",450,9,18450,9,18060,0.041
2013,VA,Virginia,"Agricultural Workers, All Other",140,13,27160,12,25140,0.039
2013,WA,Washington,"Farmers, Ranchers, and Other Agricultural Managers",130,36,74440,34,71020,0.045
2013,WA,Washington,"Agricultural Workers, All Other",200,18,37390,15,31730,0.070
2013,WI,Wisconsin,"Farmers, Ranchers, and Other Agricultural Managers",40,40,83380,37,77570,0.015
2013,WI,Wisconsin,"Agricultural Workers, All Other",60,13,26980,13,27170,0.023
2014,AL,Alabama,"Agricultural Workers, All Other",340,11,22310,9,19600,0.183
2014,AZ,Arizona,"Farmers, Ranchers, and Other Agricultural Managers",130,32,66090,23,47610,0.051
2014,AZ,Arizona,"Agricultural Workers, All Other",370,18,37990,18,36630,0.148
2014,AR,Arkansas,"Farmers, Ranchers, and Other Agricultural Managers",70,39,80750,35,73140,0.062
2014,AR,Arkansas,"Agricultural Workers, All Other",90,15,31490,15,32170,0.074
2014,CA,California,"Farmers, Ranchers, and Other Agricultural Managers",1070,41,85060,37,77080,0.071
2014,CA,California,"Agricultural Workers, All Other",640,17,34990,17,34330,0.042
2014,CO,Colorado,"Farmers, Ranchers, and Other Agricultural Managers",**,23,47480,21,43280,**
2014,CO,Colorado,"Agricultural Workers, All Other",70,16,33320,17,34470,0.029
2014,FL,Florida,"Farmers, Ranchers, and Other Agricultural Managers",180,41,84470,36,74840,0.024
2014,FL,Florida,"Agricultural Workers, All Other",190,11,23070,11,22340,0.025
2014,HI,Hawaii,"Agricultural Workers, All Other",80,20,41120,20,41510,0.124
2014,ID,Idaho,"Farmers, Ranchers, and Other Agricultural Managers",110,33,68180,29,60290,0.177
2014,ID,Idaho,"Agricultural Workers, All Other",90,16,32450,16,32840,0.147
2014,IL,Illinois,"Farmers, Ranchers, and Other Agricultural Managers",200,33,69550,33,69580,0.035
2014,IL,Illinois,"Agricultural Workers, All Other",440,17,34890,14,28330,0.076
2014,IN,Indiana,"Farmers, Ranchers, and Other Agricultural Managers",120,31,63840,30,63100,0.041
2014,IA,Iowa,"Farmers, Ranchers, and Other Agricultural Managers",230,35,73750,29,60460,0.149
2014,IA,Iowa,"Agricultural Workers, All Other",440,12,25950,11,23430,0.291
2014,KY,Kentucky,"Farmers, Ranchers, and Other Agricultural Managers",80,31,63730,29,59440,0.041
2014,KY,Kentucky,"Agricultural Workers, All Other",50,14,29540,14,28940,0.027
2014,LA,Louisiana,"Farmers, Ranchers, and Other Agricultural Managers",60,31,64080,30,61970,0.029
2014,LA,Louisiana,"Agricultural Workers, All Other",140,20,41390,20,42220,0.075
2014,MD,Maryland,"Agricultural Workers, All Other",80,17,34780,16,34190,0.033
2014,MI,Michigan,"Farmers, Ranchers, and Other Agricultural Managers",50,30,61560,31,64740,0.013
2014,MI,Michigan,"Agricultural Workers, All Other",100,16,33360,14,29460,0.025
2014,MN,Minnesota,"Farmers, Ranchers, and Other Agricultural Managers",40,38,78090,39,80500,0.013
2014,MN,Minnesota,"Agricultural Workers, All Other",270,15,31460,15,31650,0.097
2014,MS,Mississippi,"Farmers, Ranchers, and Other Agricultural Managers",30,24,50040,22,45780,0.032
2014,MS,Mississippi,"Agricultural Workers, All Other",70,11,22610,9,17840,0.068
2014,MO,Missouri,"Farmers, Ranchers, and Other Agricultural Managers",130,29,60530,23,46830,0.048
2014,MO,Missouri,"Agricultural Workers, All Other",**,13,27610,12,24990,**
2014,MT,Montana,"Agricultural Workers, All Other",50,17,34770,16,33770,0.121
2014,NE,Nebraska,"Farmers, Ranchers, and Other Agricultural Managers",100,*,*,*,*,0.111
2014,NV,Nevada,"Agricultural Workers, All Other",30,17,35800,17,35240,0.026
2014,NM,New Mexico,"Farmers, Ranchers, and Other Agricultural Managers",60,23,48270,23,47090,0.073
2014,NY,New York,"Farmers, Ranchers, and Other Agricultural Managers",50,32,67550,35,72480,0.006
2014,NC,North Carolina,"Farmers, Ranchers, and Other Agricultural Managers",140,27,56190,23,48320,0.034
2014,NC,North Carolina,"Agricultural Workers, All Other",150,12,24840,11,22460,0.037
2014,ND,North Dakota,"Agricultural Workers, All Other",90,15,30610,13,27610,0.204
2014,OH,Ohio,"Farmers, Ranchers, and Other Agricultural Managers",60,33,68880,28,59180,0.012
2014,OK,Oklahoma,"Farmers, Ranchers, and Other Agricultural Managers",70,26,54150,25,51910,0.042
2014,OK,Oklahoma,"Agricultural Workers, All Other",**,11,22460,10,21810,**
2014,OR,Oregon,"Farmers, Ranchers, and Other Agricultural Managers",280,29,61060,28,57350,0.165
2014,OR,Oregon,"Agricultural Workers, All Other",50,14,28940,12,24710,0.028
2014,TN,Tennessee,"Farmers, Ranchers, and Other Agricultural Managers",50,21,43980,21,42850,0.019
2014,TN,Tennessee,"Agricultural Workers, All Other",110,15,32040,11,23560,0.041
2014,TX,Texas,"Farmers, Ranchers, and Other Agricultural Managers",280,32,67170,22,46360,0.025
2014,TX,Texas,"Agricultural Workers, All Other",320,11,21920,10,20650,0.028
2014,VA,Virginia,"Agricultural Workers, All Other",140,13,26840,12,24880,0.038
2014,WA,Washington,"Farmers, Ranchers, and Other Agricultural Managers",140,36,74200,34,70000,0.049
2014,WA,Washington,"Agricultural Workers, All Other",200,18,36470,15,32070,0.069
2014,WI,Wisconsin,"Farmers, Ranchers, and Other Agricultural Managers",40,36,74340,35,72300,0.014
2014,WI,Wisconsin,"Agricultural Workers, All Other",60,15,31510,14,28340,0.023
2014,PR,Puerto Rico,"Agricultural Workers, All Other",**,15,31490,16,33950,**
2015,AL,Alabama,"Agricultural Workers, All Other",220,12,24500,10,20040,0.117
2015,AZ,Arizona,"Farmers, Ranchers, and Other Agricultural Managers",120,31,65250,28,58510,0.045
2015,AZ,Arizona,"Agricultural Workers, All Other",340,20,41450,20,41540,0.131
2015,AR,Arkansas,"Farmers, Ranchers, and Other Agricultural Managers",160,42,88090,32,67070,0.137
2015,AR,Arkansas,"Agricultural Workers, All Other",140,12,25740,9,19720,0.122
2015,CA,California,"Farmers, Ranchers, and Other Agricultural Managers",1080,36,75730,34,70640,0.070
2015,CA,California,"Agricultural Workers, All Other",740,16,34000,16,33720,0.048
2015,CO,Colorado,"Farmers, Ranchers, and Other Agricultural Managers",40,21,44180,20,41860,0.018
2015,CO,Colorado,"Agricultural Workers, All Other",100,15,31270,15,31310,0.040
2015,FL,Florida,"Farmers, Ranchers, and Other Agricultural Managers",130,46,95990,43,88490,0.017
2015,GA,Georgia,"Agricultural Workers, All Other",40,17,34780,15,30410,0.011
2015,HI,Hawaii,"Agricultural Workers, All Other",100,19,38610,19,39950,0.156
2015,ID,Idaho,"Farmers, Ranchers, and Other Agricultural Managers",130,38,78980,30,61360,0.198
2015,ID,Idaho,"Agricultural Workers, All Other",60,15,31920,15,30640,0.088
2015,IL,Illinois,"Farmers, Ranchers, and Other Agricultural Managers",260,32,66400,33,67930,0.044
2015,IL,Illinois,"Agricultural Workers, All Other",240,15,30190,14,28650,0.041
2015,IN,Indiana,"Farmers, Ranchers, and Other Agricultural Managers",50,32,65600,30,61450,0.018
2015,IA,Iowa,"Farmers, Ranchers, and Other Agricultural Managers",370,37,77060,34,70990,0.242
2015,IA,Iowa,"Agricultural Workers, All Other",550,13,27810,12,24360,0.363
2015,KY,Kentucky,"Farmers, Ranchers, and Other Agricultural Managers",100,31,65150,31,64800,0.056
2015,KY,Kentucky,"Agricultural Workers, All Other",60,15,30640,14,29480,0.033
2015,LA,Louisiana,"Farmers, Ranchers, and Other Agricultural Managers",50,31,64070,31,63940,0.028
2015,LA,Louisiana,"Agricultural Workers, All Other",170,20,41690,20,42280,0.089
2015,MD,Maryland,"Agricultural Workers, All Other",90,17,36270,17,35480,0.034
2015,MI,Michigan,"Farmers, Ranchers, and Other Agricultural Managers",40,29,59760,29,61020,0.010
2015,MI,Michigan,"Agricultural Workers, All Other",90,16,34080,15,30510,0.023
2015,MN,Minnesota,"Farmers, Ranchers, and Other Agricultural Managers",60,36,74710,35,72540,0.020
2015,MN,Minnesota,"Agricultural Workers, All Other",**,17,35890,17,35700,**
2015,MS,Mississippi,"Farmers, Ranchers, and Other Agricultural Managers",30,24,48910,22,45970,0.030
2015,MS,Mississippi,"Agricultural Workers, All Other",100,11,23680,9,18210,0.093
2015,MO,Missouri,"Farmers, Ranchers, and Other Agricultural Managers",**,28,57580,22,45990,**
2015,MO,Missouri,"Agricultural Workers, All Other",60,13,27220,12,25310,0.022
2015,MT,Montana,"Agricultural Workers, All Other",**,17,35230,17,34800,**
2015,NV,Nevada,"Agricultural Workers, All Other",50,18,38430,17,36210,0.041
2015,NJ,New Jersey,"Farmers, Ranchers, and Other Agricultural Managers",**,40,83740,43,90460,**
2015,NJ,New Jersey,"Agricultural Workers, All Other",40,13,27220,12,25890,0.010
